-124.663611	48.476111
-124.563056	48.447778
-124.463056	48.419444
-124.362778	48.390833
-124.262778	48.3625
-124.162778	48.333611
-124.063056	48.305
-123.966944	48.281111
-123.865556	48.265278
-123.764444	48.249722
-123.668333	48.235278
-123.566389	48.225833
-123.464167	48.235
-123.358056	48.256111
-123.251944	48.276944
-123.194722	48.336667
-123.133889	48.401667
-123.1675	48.456111
-123.203333	48.526389
-123.224444	48.596389
-123.246944	48.666667
-123.19	48.708611
-123.081111	48.740278
-122.998333	48.778333
-123.028333	48.838056
-123.124444	48.894444
-123.221389	48.949722
-95.087778	49.360278
-95.019722	49.357778
-94.9525	49.361944
-94.908056	49.3475
-94.839722	49.317222
-94.82	49.284167
-94.806389	49.243889
-94.805833	49.203611
-94.801667	49.168889
-94.784722	49.128056
-94.768056	49.079722
-94.7475	49.033056
-94.724722	48.988056
-94.7075	48.941944
-94.700278	48.895278
-94.704167	48.864167
-93.401667	48.61
-93.458611	48.5925
-93.456111	48.557222
-93.5175	48.535833
-93.590833	48.527222
-93.656944	48.515278
-93.732778	48.514722
-93.803611	48.524722
-93.814444	48.5675
-93.83	48.612778
-93.885278	48.630278
-93.953333	48.635278
-94.026389	48.638056
-94.103889	48.641389
-94.180556	48.648333
-94.252778	48.657778
-94.252778	48.681111
-94.2975	48.706944
-94.373889	48.7075
-94.4475	48.6975
-94.523889	48.701944
-94.599444	48.722222
-94.658056	48.755833
-94.707778	48.794722
-94.708611	48.837778
-94.705	48.862778
-93.334722	48.624722
-93.269167	48.635278
-93.196111	48.633611
-93.123056	48.621667
-93.0525	48.6225
-92.980833	48.625833
-92.9225	48.611944
-92.875833	48.584444
-92.806944	48.569167
-92.734444	48.548333
-92.680556	48.540278
-92.626389	48.534167
-92.618889	48.501389
-92.659167	48.493056
-92.708611	48.473611
-92.686944	48.443611
-92.619167	48.438611
-92.555556	48.444722
-92.498889	48.446111
-92.489167	48.437778
-92.455833	48.404722
-92.458889	48.365
-92.451667	48.334722
-92.445	48.320278
-92.432222	48.314722
-92.400556	48.286111
-92.378889	48.255
-92.351944	48.228333
-92.311667	48.240833
-92.286944	48.249167
-92.288611	48.276111
-92.299444	48.306111
-92.265	48.343611
-92.215	48.345
-92.155	48.356944
-92.083056	48.350833
-92.032778	48.340278
-92.011667	48.2975
-91.997778	48.266667
-91.968889	48.243889
-91.936389	48.230556
-91.868333	48.216111
-91.809722	48.203056
-91.741111	48.193056
-91.713056	48.169722
-91.641667	48.099167
-91.583056	48.098333
-91.570556	48.055556
-91.515833	48.061111
-91.476111	48.060556
-91.036944	48.189722
-91.087222	48.168056
-91.149167	48.144167
-91.203333	48.109722
-91.255833	48.077222
-91.325556	48.069722
-91.392222	48.056111
-91.429722	48.043056
-91.016111	48.194167
-90.965833	48.215556
-90.915833	48.231667
-90.859167	48.236111
-90.828889	48.221667
-90.396667	48.096944
-90.435278	48.098889
-90.468056	48.104167
-90.521667	48.092222
-90.560278	48.103889
-90.616667	48.106389
-90.661667	48.098889
-90.720278	48.092222
-90.778333	48.1075
-90.789444	48.149444
-90.832222	48.179167
-123.3075	48.999722
-123.000278	48.999444
-122.6675	48.999722
-122.333889	49
-122.000833	48.999722
-121.667778	48.999722
-121.334444	48.999722
-121.000833	49
-120.667222	48.999722
-120.334444	49
-120.000278	49
-119.667222	48.999722
-119.333889	48.999722
-119.001111	48.999444
-118.667222	48.999444
-118.334167	49
-118.000833	48.999444
-117.667222	48.999444
-117.334444	48.999722
-117.001389	48.999722
-116.668056	49
-116.334444	49
-116.001667	48.999722
-115.667222	48.999722
-115.335	48.999722
-115.001111	49
-114.668056	48.999722
-114.335	48.999444
-114.001389	48.999444
-113.668056	49
-113.334722	49
-113.001389	48.999722
-112.668056	49
-112.335	49
-112.001389	48.999444
-111.668333	48.999722
-111.334722	49
-111.001111	48.999444
-110.667778	49
-110.334444	48.999444
-110.001667	48.999722
-109.668056	49
-109.334722	48.999444
-109.001111	49
-108.667778	48.999444
-108.335	48.999444
-108.001389	48.999722
-107.668333	49
-107.335278	49
-107.001389	49
-106.668333	49
-106.334722	48.999722
-106.001389	49
-105.668056	48.999722
-105.334722	49
-105.001389	48.999444
-104.668333	49
-104.335	48.999444
-104.001389	49
-103.668333	48.999722
-103.335	48.999722
-103.0025	49
-102.668333	49
-102.335556	48.999444
-102.002222	49
-101.668611	48.999444
-101.335556	48.999444
-101.002222	49
-100.668889	48.999722
-100.335833	48.999722
-100.002222	49
-99.669167	48.999722
-99.335556	48.999444
-99.001667	48.999722
-98.668611	49
-98.335	49
-98.001944	48.999722
-97.668889	49
-97.335556	49
-97.0025	49
-96.668333	49
-96.335833	49.000278
-96.002222	49
-95.669722	48.999722
-95.336111	48.999722
-95.153889	49.066667
-95.152778	49.376667
-89.516667	48.002222
-89.427222	47.999167
-89.334167	47.988611
-89.221944	48.035556
-89.109444	48.082778
-88.996667	48.129444
-88.884167	48.176111
-88.770833	48.223333
-88.666667	48.260833
-88.559722	48.279167
-88.452778	48.297222
-88.349167	48.305278
-88.254444	48.269444
-88.16	48.232778
-88.065556	48.196667
-87.971111	48.160556
-87.876944	48.123611
-87.782778	48.087222
-87.688611	48.051111
-87.595	48.014167
-87.501111	47.9775
-87.407222	47.941111
-87.313611	47.903889
-87.220278	47.867222
-87.126944	47.830556
-87.033611	47.793333
-86.940556	47.756667
-86.8475	47.719722
-86.754444	47.682222
-86.661667	47.645278
-86.568889	47.608333
-86.476389	47.570556
-86.383889	47.533333
-86.291389	47.496389
-86.198889	47.458333
-86.106667	47.421111
-86.014722	47.383889
-85.9225	47.345556
-85.830833	47.308333
-85.738889	47.270833
-85.647222	47.2325
-85.555556	47.195
-85.464167	47.157222
-85.372778	47.118889
-85.281389	47.081111
-85.190556	47.043333
-85.099444	47.004722
-85.008333	46.966667
-84.9175	46.928611
-84.849722	46.880278
-84.825556	46.806944
-84.801667	46.733889
-84.777778	46.660556
-84.718056	46.603333
-84.6375	46.531389
-84.556111	46.465833
-84.474722	46.463611
-84.428333	46.503056
-84.348333	46.507222
-84.269167	46.513056
-84.214167	46.542778
-84.141667	46.535278
-84.128889	46.488611
-84.158333	46.431944
-84.146389	46.378889
-84.115833	46.334722
-84.116667	46.283611
-84.099167	46.232778
-84.065	46.190833
-84.021667	46.153333
-83.986944	46.110556
-83.952778	46.068611
-83.898889	46.0925
-83.846111	46.125
-83.767222	46.112222
-83.696389	46.125278
-83.610556	46.119167
-83.552778	46.0875
-83.499444	46.053889
-83.453333	46.016944
-83.487778	45.961667
-83.538611	45.899167
